Município;Taxa_de_desemprego_16a_e+;População_desocupada_16a_e+;População_econom_ativa_16a_e+
351160 CESARIO LANGE;5;356;7125
351170 CHARQUEADA;6,34;479;7557
351190 CLEMENTINA;4,87;183;3754
351200 COLINA;7,55;678;8981
351210 COLOMBIA;7,91;240;3036
351220 CONCHAL;4,73;580;12264
351230 CONCHAS;6,23;484;7775
351240 CORDEIROPOLIS;8,18;919;11232
351250 COROADOS;4,48;133;2970
351260 CORONEL MACEDO;7,8;167;2141
351270 CORUMBATAI;4,2;86;2049
351280 COSMOPOLIS;11,06;3174;28702
351290 COSMORAMA;3,34;118;3536
351300 COTIA;7,74;8278;107003
351310 CRAVINHOS;4,74;794;16745
351320 CRISTAIS PAULISTA;4,17;167;4003
351330 CRUZALIA;5,32;61;1147
351340 CRUZEIRO;10,22;3776;36934
351350 CUBATAO;13,1;7497;57221
351360 CUNHA;5,61;600;10703
351370 DESCALVADO;7,02;1132;16124
351380 DIADEMA;9,44;19046;201856
351385 DIRCE REIS;5,65;48;850
351390 DIVINOLANDIA;3,03;185;6104
351400 DOBRADA;9,21;378;4105
351410 DOIS CORREGOS;3,66;447;12199
351420 DOLCINOPOLIS;3,1;33;1066
351430 DOURADO;5,09;233;4575
351440 DRACENA;4,9;1095;22363
351450 DUARTINA;5,45;346;6350
351460 DUMONT;7,31;319;4362
351470 ECHAPORA;7,07;220;3111
351480 ELDORADO;6,3;382;6064
351490 ELIAS FAUSTO;5,46;424;7768
351492 ELISIARIO;5,37;89;1656
351495 EMBAUBA;3,71;49;1319
351500 EMBU DAS ARTES;10,15;12275;120884
351510 EMBU-GUACU;9,02;2719;30142
351512 EMILIANOPOLIS;3,57;54;1513
351515 ENGENHEIRO COELHO;5,68;478;8411
351518 ESPIRITO SANTO DO PINHAL;5,9;1344;22786
351519 ESPIRITO SANTO DO TURVO;6,55;138;2108
351520 ESTRELA D'OESTE;2,46;108;4395
351530 ESTRELA DO NORTE;7,32;88;1202
351535 EUCLIDES DA CUNHA PAULISTA;8,96;407;4540
351540 FARTURA;2,89;220;7601
351550 FERNANDOPOLIS;5,44;1902;34972
351560 FERNANDO PRESTES;3,88;118;3041
351565 FERNAO;3,85;31;805
351570 FERRAZ DE VASCONCELOS;9,68;8031;82924
351580 FLORA RICA;8,02;60;748
351590 FLOREAL;2,97;44;1482
351600 FLORIDA PAULISTA;6,15;324;5269
351610 FLORINIA;11,72;135;1152
351620 FRANCA;5,04;8773;174125
351630 FRANCISCO MORATO;9,39;6667;71016
351640 FRANCO DA ROCHA;9,45;5779;61144
351650 GABRIEL MONTEIRO;5,72;89;1556
351660 GALIA;9,65;341;3532
351670 GARCA;6,28;1362;21701
351680 GASTAO VIDIGAL;4,44;101;2275
351685 GAVIAO PEIXOTO;7,11;168;2363
351690 GENERAL SALGADO;5,14;285;5547
351700 GETULINA;6,81;307;4508
351710 GLICERIO;2,7;62;2298
351720 GUAICARA;8,28;460;5558
351730 GUAIMBE;8,63;230;2666
351740 GUAIRA;6,83;1279;18736
351750 GUAPIACU;6,85;664;9696
351760 GUAPIARA;8,96;673;7511
351770 GUARA;8,75;801;9153
351780 GUARACAI;4,7;197;4194
351790 GUARACI;7,13;371;5204
351800 GUARANI D'OESTE;7,28;65;893
351810 GUARANTA;7,79;245;3146
351820 GUARARAPES;5,94;924;15555
351830 GUARAREMA;5,64;692;12277
351840 GUARATINGUETA;8,01;4469;55800
351850 GUAREI;4,64;266;5737
351860 GUARIBA;9,58;1662;17348
351870 GUARUJA;10,18;14385;141325
351880 GUARULHOS;9,57;59339;619748
351885 GUATAPARA;9,85;327;3321
351890 GUZOLANDIA;2,83;63;2227
351900 HERCULANDIA;9,03;354;3922
351905 HOLAMBRA;2,7;179;6624
351907 HORTOLANDIA;9,23;9185;99545
351910 IACANGA;6,72;364;5414
351920 IACRI;5,9;193;3271
351925 IARAS;4,84;99;2044
351930 IBATE;7,98;1153;14441
351940 IBIRA;5,07;294;5802
351950 IBIRAREMA;5,48;165;3011
351960 IBITINGA;2,98;909;30483
351970 IBIUNA;5,08;1882;37044
351980 ICEM;8,23;313;3804
351990 IEPE;7,89;271;3435
352000 IGARACU DO TIETE;7,45;896;12021
352010 IGARAPAVA;7,31;1015;13879
352020 IGARATA;4,25;191;4496
352030 IGUAPE;7,37;920;12483
352040 ILHABELA;6,24;1002;16051
352042 ILHA COMPRIDA;8,97;326;3636
352044 ILHA SOLTEIRA;4,78;619;12954
352050 INDAIATUBA;5,86;6567;111996
352060 INDIANA;8,56;212;2478
352070 INDIAPORA;5,57;99;1776
352080 INUBIA PAULISTA;8,21;154;1876
352090 IPAUSSU;6,28;401;6390
352100 IPERO;8,11;997;12291
352110 IPEUNA;3,79;120;3169
352115 IPIGUA;5,04;105;2085
352120 IPORANGA;6,28;130;2069
352130 IPUA;8,37;564;6742
352140 IRACEMAPOLIS;8,17;814;9964
352150 IRAPUA;1,66;63;3790
352160 IRAPURU;8,63;258;2989
352170 ITABERA;6,12;492;8044
352180 ITAI;7,49;812;10844
352190 ITAJOBI;3,94;305;7747
352200 ITAJU;3,18;54;1696
352210 ITANHAEM;10,15;4105;40456
352215 ITAOCA;2,08;30;1443
352220 ITAPECERICA DA SERRA;8,51;6425;75477
352230 ITAPETININGA;7,66;5305;69290
352240 ITAPEVA;6,89;2717;39406
352250 ITAPEVI;10,25;9765;95235
352260 ITAPIRA;5,8;2105;36309
352265 ITAPIRAPUA PAULISTA;11,75;180;1532
352270 ITAPOLIS;4,04;883;21838
352280 ITAPORANGA;5,1;340;6670
352290 ITAPUI;5,91;367;6211
352300 ITAPURA;7,97;150;1882
352310 ITAQUAQUECETUBA;12,05;18064;149929
352320 ITARARE;10,53;2250;21376
352330 ITARIRI;8,88;565;6363
352340 ITATIBA;4,59;2565;55936
352350 ITATINGA;6,27;536;8554
352360 ITIRAPINA;6,43;424;6598
352370 ITIRAPUA;4,85;133;2743
352380 ITOBI;5,29;207;3911
352390 ITU;5,67;4609;81236
352400 ITUPEVA;5,24;1285;24522
352410 ITUVERAVA;5,73;1122;19579
352420 JABORANDI;5,04;155;3077
352430 JABOTICABAL;7,11;2645;37178
352440 JACAREI;9,52;10159;106661
352450 JACI;4,64;140;3020
352460 JACUPIRANGA;6,07;459;7564
352470 JAGUARIUNA;6,65;1628;24496
352480 JALES;5,81;1486;25587
352490 JAMBEIRO;5,3;147;2774
352500 JANDIRA;7,96;4636;58231
352510 JARDINOPOLIS;4,91;837;17048
352520 JARINU;6,49;843;12982
352530 JAU;3,64;2654;72934
352540 JERIQUARA;6,64;106;1597
352550 JOANOPOLIS;3,28;202;6158
352560 JOAO RAMALHO;6,61;136;2057
352570 JOSE BONIFACIO;4,28;770;18007
352580 JULIO MESQUITA;7,66;159;2075
352585 JUMIRIM;4,53;75;1656
352590 JUNDIAI;5,28;10652;201599
352600 JUNQUEIROPOLIS;5,56;486;8740
352610 JUQUIA;8,29;672;8110
352620 JUQUITIBA;8,77;1203;13713
352630 LAGOINHA;5,18;120;2318
352640 LARANJAL PAULISTA;3,7;518;14011
352650 LAVINIA;9,42;240;2547
352660 LAVRINHAS;13,91;351;2523
352670 LEME;5,96;2887;48456
352680 LENCOIS PAULISTA;7,57;2479;32745
352690 LIMEIRA;5,83;8523;146275
352700 LINDOIA;3,97;149;3751
352710 LINS;7,21;2713;37648
352720 LORENA;11,06;4346;39311
352725 LOURDES;4,45;49;1100
352730 LOUVEIRA;4,06;886;21802
352740 LUCELIA;5,5;509;9260
352750 LUCIANOPOLIS;1,87;22;1177
352760 LUIS ANTONIO;12,31;694;5636
352770 LUIZIANIA;3,58;89;2488
352780 LUPERCIO;4,77;104;2182
352790 LUTECIA;7,94;106;1335
352800 MACATUBA;5,79;473;8175
352810 MACAUBAL;4,78;186;3893
352820 MACEDONIA;3,42;68;1987
352830 MAGDA;6,21;98;1578
352840 MAIRINQUE;11,25;2331;20711
352850 MAIRIPORA;5,3;2071;39069
352860 MANDURI;4,38;211;4819
352870 MARABA PAULISTA;7,14;121;1694
352880 MARACAI;8,25;562;6816
352885 MARAPOAMA;3,44;47;1366
352890 MARIAPOLIS;3,96;74;1868
352900 MARILIA;7,41;8430;113776
352910 MARINOPOLIS;1,33;14;1052
352920 MARTINOPOLIS;5,94;663;11155
352930 MATAO;6,95;2724;39177
352940 MAUA;11,68;24687;211291
352950 MENDONCA;4,31;108;2505
352960 MERIDIANO;8,18;166;2030
352965 MESOPOLIS;5,16;46;891
352970 MIGUELOPOLIS;9,66;992;10264
352980 MINEIROS DO TIETE;4,93;316;6410
352990 MIRACATU;8,98;775;8633
353000 MIRA ESTRELA;6,78;93;1372
353010 MIRANDOPOLIS;6,28;775;12342
353020 MIRANTE DO PARANAPANEMA;7,14;547;7660
353030 MIRASSOL;7,27;2062;28345
353040 MIRASSOLANDIA;5,08;110;2164
353050 MOCOCA;6,23;1993;32012
353060 MOGI DAS CRUZES;9,38;17873;190498
353070 MOGI GUACU;7,46;5221;69994
353080 MOGI MIRIM;7,53;3323;44122
353090 MOMBUCA;5,3;70;1321
353100 MONCOES;9,39;110;1171
353110 MONGAGUA;10,51;2065;19639
353120 MONTE ALEGRE DO SUL;3,26;131;4020
353130 MONTE ALTO;5,88;1527;25980
353140 MONTE APRAZIVEL;3,88;458;11789
353150 MONTE AZUL PAULISTA;7,28;757;10397
353160 MONTE CASTELO;4,2;87;2070
353170 MONTEIRO LOBATO;2,92;58;1988
353180 MONTE MOR;8,83;2210;25021
353190 MORRO AGUDO;6,28;894;14225
353200 MORUNGABA;2,59;155;5994
353205 MOTUCA;12,43;212;1705
353210 MURUTINGA DO SUL;4,04;84;2079
353215 NANTES;5,04;62;1230
353220 NARANDIBA;9,58;203;2118
353230 NATIVIDADE DA SERRA;4,75;137;2883
353240 NAZARE PAULISTA;6,87;500;7273
353250 NEVES PAULISTA;3,13;147;4699
353260 NHANDEARA;3,14;161;5135
353270 NIPOA;10,96;240;2190
353280 NOVA ALIANCA;7,07;221;3128
353282 NOVA CAMPINA;8,1;267;3297
353284 NOVA CANAA PAULISTA;4,55;49;1078
353286 NOVA CASTILHO;3,61;21;582
353290 NOVA EUROPA;4,9;240;4901
353300 NOVA GRANADA;5,52;550;9969
353310 NOVA GUATAPORANGA;6,99;70;1001
353320 NOVA INDEPENDENCIA;4,17;57;1368
353325 NOVAIS;8,25;206;2498
353330 NOVA LUZITANIA;5,22;95;1821
353340 NOVA ODESSA;6,34;1738;27420
353350 NOVO HORIZONTE;3,58;667;18633
353360 NUPORANGA;5,3;181;3417
353370 OCAUCU;6,11;125;2046
353380 OLEO;4,09;57;1394
353390 OLIMPIA;5,56;1452;26121
353400 ONDA VERDE;6,57;126;1918
353410 ORIENTE;8,26;253;3064
353420 ORINDIUVA;5,76;172;2984
353430 ORLANDIA;6,43;1298;20196
353440 OSASCO;7,93;27105;341673
353450 OSCAR BRESSANE;9,27;114;1230
353460 OSVALDO CRUZ;5,9;934;15842
353470 OURINHOS;7,66;3975;51885
353475 OUROESTE;6,6;278;4211
353480 OURO VERDE;8,3;283;3409
353490 PACAEMBU;6,46;341;5276
353500 PALESTINA;4,53;267;5900
353510 PALMARES PAULISTA;4,04;237;5862
353520 PALMEIRA D'OESTE;3,02;154;5093
353530 PALMITAL;5,39;522;9679
353540 PANORAMA;6,67;476;7140
353550 PARAGUACU PAULISTA;8,53;1680;19684
353560 PARAIBUNA;5,3;443;8356
353570 PARAISO;6,48;207;3194
353580 PARANAPANEMA;4,67;401;8592
353590 PARANAPUA;3,46;65;1876
353600 PARAPUA;5,06;280;5534
353610 PARDINHO;5,9;171;2898
353620 PARIQUERA-ACU;7,14;623;8728
353625 PARISI;3,37;38;1129
353630 PATROCINIO PAULISTA;8,02;535;6674
353640 PAULICEIA;7,77;225;2895
353650 PAULINIA;8,46;3870;45728
353657 PAULISTANIA;6,38;57;893
353660 PAULO DE FARIA;6,26;269;4298
353670 PEDERNEIRAS;6,69;1418;21210
353680 PEDRA BELA;1,4;40;2855
353690 PEDRANOPOLIS;7,48;99;1324
353700 PEDREGULHO;3,47;273;7859
353710 PEDREIRA;4,96;1178;23745
353715 PEDRINHAS PAULISTA;2,84;42;1477
353720 PEDRO DE TOLEDO;9,85;431;4377
353730 PENAPOLIS;6,72;2077;30904
353740 PEREIRA BARRETO;9,29;1155;12435
353750 PEREIRAS;3,06;127;4145
353760 PERUIBE;9,85;2757;27989
353770 PIACATU;5,31;133;2503
353780 PIEDADE;5,45;1395;25594
353790 PILAR DO SUL;6,48;735;11340
353800 PINDAMONHANGABA;10,38;7695;74142
353810 PINDORAMA;4,6;350;7612
353820 PINHALZINHO;3,59;246;6857
353830 PIQUEROBI;6,52;98;1504
353850 PIQUETE;14,27;876;6139
353860 PIRACAIA;6,47;851;13147
353870 PIRACICABA;6,41;12213;190564
353880 PIRAJU;6,56;978;14901
353890 PIRAJUI;6,9;698;10110
353900 PIRANGI;3,34;191;5714
353910 PIRAPORA DO BOM JESUS;7,74;539;6963
353920 PIRAPOZINHO;7,41;928;12521
353930 PIRASSUNUNGA;5,16;1877;36386
353940 PIRATININGA;3,76;236;6279
353950 PITANGUEIRAS;8,35;1445;17297
353960 PLANALTO;4,1;81;1977
353970 PLATINA;9,66;142;1470
353980 POA;9,65;5087;52712
353990 POLONI;3,78;115;3039
354000 POMPEIA;6,84;708;10344
354010 PONGAI;6,19;114;1842
354020 PONTAL;6,51;1268;19491
354025 PONTALINDA;5,15;110;2137
354030 PONTES GESTAL;4,64;59;1272
354040 POPULINA;6,41;141;2198
354050 PORANGABA;5,56;206;3703
354060 PORTO FELIZ;5,32;1375;25851
354070 PORTO FERREIRA;6,09;1646;27035
354075 POTIM;5,29;459;8680
354080 POTIRENDABA;4,11;350;8525
354085 PRACINHA;12,02;84;699
354090 PRADOPOLIS;6,93;618;8917
354100 PRAIA GRANDE;10,45;13250;126828
354105 PRATANIA;5,07;116;2290
354110 PRESIDENTE ALVES;6,48;137;2113
354120 PRESIDENTE BERNARDES;5,52;363;6576
354130 PRESIDENTE EPITACIO;9,66;1819;18836
354140 PRESIDENTE PRUDENTE;6,76;7339;108641
354150 PRESIDENTE VENCESLAU;7,48;1315;17587
354160 PROMISSAO;7,9;1392;17612
354165 QUADRA;1,68;26;1549
354170 QUATA;9,35;583;6237
354180 QUEIROZ;10,75;134;1246
354190 QUELUZ;11,12;516;4641
354200 QUINTANA;8,27;236;2852
354210 RAFARD;3,9;170;4356
354220 RANCHARIA;6,65;949;14266
354230 REDENCAO DA SERRA;10,65;154;1446
354240 REGENTE FEIJO;6,35;609;9593
354250 REGINOPOLIS;3,6;95;2641
354260 REGISTRO;8,13;2088;25688
354270 RESTINGA;5,14;164;3192
354280 RIBEIRA;2,84;36;1268
354290 RIBEIRAO BONITO;6,76;407;6024
354300 RIBEIRAO BRANCO;11,58;898;7755
354310 RIBEIRAO CORRENTE;3,66;85;2320
354320 RIBEIRAO DO SUL;3,81;83;2177
354323 RIBEIRAO DOS INDIOS;6,68;74;1108
354325 RIBEIRAO GRANDE;8,3;291;3504
354330 RIBEIRAO PIRES;10,08;5727;56811
354340 RIBEIRAO PRETO;4,91;16504;336446
354350 RIVERSUL;3,71;91;2451
354360 RIFAINA;7,37;135;1831
354370 RINCAO;5,65;274;4848
354380 RINOPOLIS;4,08;202;4953
354390 RIO CLARO;6,43;6524;101397
354400 RIO DAS PEDRAS;9,66;1550;16049
354410 RIO GRANDE DA SERRA;12,59;2760;21925
354420 RIOLANDIA;8,21;400;4873
354425 ROSANA;10,5;928;8841
354430 ROSEIRA;7,07;332;4699
354440 RUBIACEA;5,39;69;1280
354450 RUBINEIA;6;81;1350
354460 SABINO;4,15;105;2528
354470 SAGRES;6,72;70;1041
354480 SALES;4,26;116;2720
354490 SALES OLIVEIRA;5,73;319;5570
354500 SALESOPOLIS;7,13;551;7725
354510 SALMOURAO;6,04;135;2235
354515 SALTINHO;3,79;154;4067
354520 SALTO;7,73;4394;56827
354530 SALTO DE PIRAPORA;10,15;1898;18696
354540 SALTO GRANDE;9,5;371;3906
354550 SANDOVALINA;9,06;177;1954
354560 SANTA ADELIA;4,52;334;7394
354570 SANTA ALBERTINA;5,36;148;2759
354580 SANTA BARBARA D'OESTE;5,99;5841;97469
354600 SANTA BRANCA;8,06;548;6795
354610 SANTA CLARA D'OESTE;2,92;29;992
354620 SANTA CRUZ DA CONCEICAO;4,16;91;2189
354625 SANTA CRUZ DA ESPERANCA;11,68;112;959
354630 SANTA CRUZ DAS PALMEIRAS;5,09;749;14711
354640 SANTA CRUZ DO RIO PARDO;4,99;1145;22928
354650 SANTA ERNESTINA;7,99;221;2767
354660 SANTA FE DO SUL;5,72;907;15845
354670 SANTA GERTRUDES;7,38;843;11418
354680 SANTA ISABEL;10;2428;24282
354690 SANTA LUCIA;9,63;383;3977
354700 SANTA MARIA DA SERRA;7,47;193;2584
354710 SANTA MERCEDES;7,66;98;1279
354720 SANTANA DA PONTE PENSA;1,71;15;877
354730 SANTANA DE PARNAIBA;7,18;3986;55535
354740 SANTA RITA D'OESTE;2,65;36;1360
354750 SANTA RITA DO PASSA QUATRO;6,18;840;13594
354760 SANTA ROSA DE VITERBO;9,36;1060;11319
354765 SANTA SALETE;2,05;19;925
354770 SANTO ANASTACIO;7,81;741;9482
354780 SANTO ANDRE;7,94;28628;360482
354790 SANTO ANTONIO DA ALEGRIA;2,03;66;3247
354800 SANTO ANTONIO DE POSSE;5,2;566;10893
354805 SANTO ANTONIO DO ARACANGUA;3,98;160;4019
354810 SANTO ANTONIO DO JARDIM;3,32;103;3098
354820 SANTO ANTONIO DO PINHAL;3,09;104;3371
354830 SANTO EXPEDITO;8,13;99;1218
354840 SANTOPOLIS DO AGUAPEI;7,77;164;2110
354850 SANTOS;7,59;16410;216240
354860 SAO BENTO DO SAPUCAI;4,8;253;5272
354870 SAO BERNARDO DO CAMPO;7,94;32415;408482
354880 SAO CAETANO DO SUL;6,16;5063;82248
354890 SAO CARLOS;7,04;8387;119096
354900 SAO FRANCISCO;2,79;40;1432
354910 SAO JOAO DA BOA VISTA;5,39;2369;43987
354920 SAO JOAO DAS DUAS PONTES;2,98;36;1207
354925 SAO JOAO DE IRACEMA;5,45;47;863
354930 SAO JOAO DO PAU D'ALHO;2,19;23;1051
354940 SAO JOAQUIM DA BARRA;8,01;1894;23654
354950 SAO JOSE DA BELA VISTA;7,24;295;4074
354960 SAO JOSE DO BARREIRO;6,75;129;1911
354970 SAO JOSE DO RIO PARDO;5,88;1550;26349
354980 SAO JOSE DO RIO PRETO;4,1;9310;226923
354990 SAO JOSE DOS CAMPOS;7,14;23720;332038
354995 SAO LOURENCO DA SERRA;7,9;541;6850
355000 SAO LUIS DO PARAITINGA;6,27;320;5104
355010 SAO MANUEL;5,76;1107;19210
355020 SAO MIGUEL ARCANJO;6,83;1007;14739
355030 SAO PAULO;7,2;425880;5912837
355040 SAO PEDRO;4,23;682;16123
355050 SAO PEDRO DO TURVO;3,71;124;3341
355060 SAO ROQUE;7,73;3190;41293
355070 SAO SEBASTIAO;6,91;2854;41284
355080 SAO SEBASTIAO DA GRAMA;4,23;263;6214
355090 SAO SIMAO;6,52;478;7336
355100 SAO VICENTE;9,43;15219;161321
355110 SARAPUI;8,23;344;4179
355120 SARUTAIA;7;126;1800
355130 SEBASTIANOPOLIS DO SUL;6,01;102;1698
355140 SERRA AZUL;6,98;286;4098
355150 SERRANA;5,2;1064;20442
355160 SERRA NEGRA;2,75;414;15039
355170 SERTAOZINHO;6,55;3866;59005
355180 SETE BARRAS;5,71;312;5466
355190 SEVERINIA;3,76;293;7785
355200 SILVEIRAS;3,22;84;2612
355210 SOCORRO;2,54;521;20488
355220 SOROCABA;8,4;25311;301414
355230 SUD MENNUCCI;7,1;269;3790
355240 SUMARE;8,59;10853;126385
355250 SUZANO;11,43;14455;126476
355255 SUZANAPOLIS;6,73;104;1546
355260 TABAPUA;3,51;211;6018
355270 TABATINGA;3,05;238;7811
355280 TABOAO DA SERRA;7,91;10228;129285
355290 TACIBA;7,7;208;2703
355300 TAGUAI;1,8;109;6042
355310 TAIACU;2,3;65;2827
355320 TAIUVA;5,82;171;2937
355330 TAMBAU;4,77;537;11250
355340 TANABI;5,5;739;13425
355350 TAPIRAI;9,28;344;3708
355360 TAPIRATIBA;6,48;388;5984
355365 TAQUARAL;6,05;83;1372
355370 TAQUARITINGA;5,53;1544;27944
355380 TAQUARITUBA;5,98;656;10976
355385 TAQUARIVAI;7,28;157;2158
355390 TARABAI;8,75;276;3155
355395 TARUMA;10,83;655;6048
355400 TATUI;6,33;3274;51759
355410 TAUBATE;7,57;10651;140645
355420 TEJUPA;1,5;36;2398
355430 TEODORO SAMPAIO;9,19;1011;10996
355440 TERRA ROXA;5,19;230;4433
355450 TIETE;4,04;809;20008
355460 TIMBURI;3,2;43;1345
355465 TORRE DE PEDRA;4,22;37;877
355470 TORRINHA;3,1;167;5386
355475 TRABIJU;6,9;50;725
355480 TREMEMBE;7,91;1484;18768
355490 TRES FRONTEIRAS;5,63;151;2682
355495 TUIUTI;4,23;133;3141
355500 TUPA;5,89;1866;31685
355510 TUPI PAULISTA;4,3;284;6601
355520 TURIUBA;3,44;34;989
355530 TURMALINA;2,64;27;1024
355535 UBARANA;8,01;203;2534
355540 UBATUBA;7,27;2993;41147
355550 UBIRAJARA;2,84;64;2257
355560 UCHOA;4,54;219;4822
355570 UNIAO PAULISTA;2,74;22;802
355580 URANIA;6,59;299;4534
355590 URU;-;-;528
355600 URUPES;1,73;120;6945
355610 VALENTIM GENTIL;4,31;261;6057
355620 VALINHOS;4,28;2569;60089
355630 VALPARAISO;7,55;744;9852
355635 VARGEM;2,71;120;4425
355640 VARGEM GRANDE DO SUL;4,38;888;20294
355645 VARGEM GRANDE PAULISTA;7,01;1523;21715
355650 VARZEA PAULISTA;7,76;4142;53409
355660 VERA CRUZ;7,62;423;5548
355670 VINHEDO;4,7;1690;35938
355680 VIRADOURO;6,46;574;8892
355690 VISTA ALEGRE DO ALTO;3,95;156;3949
355695 VITORIA BRASIL;2,4;22;918
355700 VOTORANTIM;10,1;5491;54380
355710 VOTUPORANGA;5,4;2528;46788
355715 ZACARIAS;4,8;55;1147
355720 CHAVANTES;7,19;390;5421
355730 ESTIVA GERBI;5,8;282;4858
410010 ABATIA;4,77;190;3987
410020 ADRIANOPOLIS;5,3;131;2474
410030 AGUDOS DO SUL;4,98;212;4257
410040 ALMIRANTE TAMANDARE;3,34;1755;52581
410045 ALTAMIRA DO PARANA;5,05;106;2097
410050 ALTONIA;3,16;357;11291
410060 ALTO PARANA;4,34;278;6400
410070 ALTO PIQUIRI;5,32;246;4626
410080 ALVORADA DO SUL;5,82;275;4729
410090 AMAPORA;4,73;123;2600
410100 AMPERE;3,32;270;8137
410105 ANAHY;3,22;44;1366
410110 ANDIRA;8,04;814;10130
410115 ANGULO;4,73;74;1563
410120 ANTONINA;9,33;692;7416
410130 ANTONIO OLINTO;5,91;217;3674
410140 APUCARANA;3,45;2312;66969
410150 ARAPONGAS;4,28;2424;56589
410160 ARAPOTI;8,06;923;11453
410165 ARAPUA;4,62;73;1581
410170 ARARUNA;4,96;361;7277
410180 ARAUCARIA;6,1;3889;63781
410185 ARIRANHA DO IVAI;5,56;79;1422
410190 ASSAI;6,12;491;8028
410200 ASSIS CHATEAUBRIAND;4,81;804;16702
410210 ASTORGA;4,32;597;13812
410220 ATALAIA;6,99;152;2175
410230 BALSA NOVA;7,83;420;5366
410240 BANDEIRANTES;5,27;840;15940
410250 BARBOSA FERRAZ;4,67;268;5736
410260 BARRACAO;3,88;196;5050
410270 BARRA DO JACARE;2,43;33;1358
410275 BELA VISTA DA CAROBA;1,65;38;2310
410280 BELA VISTA DO PARAISO;4,56;351;7701
410290 BITURUNA;4,73;360;7616
410300 BOA ESPERANCA;7,25;172;2374
410302 BOA ESPERANCA DO IGUACU;0,7;11;1569
410304 BOA VENTURA DE SAO ROQUE;1,06;36;3394
410305 BOA VISTA DA APARECIDA;4,34;165;3806
410310 BOCAIUVA DO SUL;3,32;185;5567
410315 BOM JESUS DO SUL;1,63;29;1784
410320 BOM SUCESSO;4,52;146;3229
410322 BOM SUCESSO DO SUL;1,29;19;1474
410330 BORRAZOPOLIS;3,51;153;4355
410335 BRAGANEY;5,77;171;2964
410337 BRASILANDIA DO SUL;4,91;72;1467
410340 CAFEARA;8,62;115;1334
410345 CAFELANDIA;3,56;312;8754
410347 CAFEZAL DO SUL;3,09;69;2230
410350 CALIFORNIA;5,22;220;4214
410360 CAMBARA;8,16;964;11810
410370 CAMBE;4,47;2365;52943
410380 CAMBIRA;3,26;129;3951
410390 CAMPINA DA LAGOA;6,04;455;7527
410395 CAMPINA DO SIMAO;6,02;115;1910
410400 CAMPINA GRANDE DO SUL;4,69;945;20152
410405 CAMPO BONITO;3,2;72;2247
410410 CAMPO DO TENENTE;6,06;191;3152
410420 CAMPO LARGO;4,73;2799;59167
410425 CAMPO MAGRO;3,96;502;12679
410430 CAMPO MOURAO;6,26;2859;45646
410440 CANDIDO DE ABREU;2,77;219;7919
410442 CANDOI;4,36;288;6605
410445 CANTAGALO;6,63;383;5775
410450 CAPANEMA;2,23;243;10881
410460 CAPITAO LEONIDAS MARQUES;6,66;540;8103
410465 CARAMBEI;6,41;571;8914
410470 CARLOPOLIS;2,25;165;7342
410480 CASCAVEL;4,68;7375;157579
410490 CASTRO;5,14;1544;30050
410500 CATANDUVAS;2,02;106;5236
410510 CENTENARIO DO SUL;6,11;330;5402
410520 CERRO AZUL;1,99;145;7303
410530 CEU AZUL;5,16;322;6239
410540 CHOPINZINHO;3,31;365;11022
410550 CIANORTE;3,36;1379;40986
410560 CIDADE GAUCHA;5;302;6044
410570 CLEVELANDIA;6,02;483;8026
410580 COLOMBO;4,81;5453;113462
410590 COLORADO;5,58;698;12501
410600 CONGONHINHAS;5,87;221;3768
410610 CONSELHEIRO MAIRINCK;6,33;117;1849
410620 CONTENDA;4,22;356;8443
410630 CORBELIA;2,33;199;8537
410640 CORNELIO PROCOPIO;6,68;1638;24531
410645 CORONEL DOMINGOS SOARES;2,86;92;3221
410650 CORONEL VIVIDA;3,16;374;11834
410655 CORUMBATAI DO SUL;3,58;75;2095
410657 CRUZEIRO DO IGUACU;5,8;123;2122
410660 CRUZEIRO DO OESTE;6,32;654;10356
410670 CRUZEIRO DO SUL;3,34;78;2333
410680 CRUZ MACHADO;1,72;169;9834
410685 CRUZMALTINA;3,39;56;1650
410690 CURITIBA;4,61;45142;980114
410700 CURIUVA;5,94;365;6141
410710 DIAMANTE DO NORTE;4,35;114;2620
410712 DIAMANTE DO SUL;3,09;48;1555
410715 DIAMANTE D'OESTE;2,66;64;2406
410720 DOIS VIZINHOS;3,93;810;20606
410725 DOURADINA;3,05;117;3837
410730 DOUTOR CAMARGO;4,39;128;2913
410740 ENEAS MARQUES;2,51;82;3263
410750 ENGENHEIRO BELTRAO;5,31;364;6856
410752 ESPERANCA NOVA;4,35;50;1149
410753 ENTRE RIOS DO OESTE;3,26;77;2365
410754 ESPIGAO ALTO DO IGUACU;2,84;60;2109
410755 FAROL;8,48;139;1640
410760 FAXINAL;3,06;242;7916
410765 FAZENDA RIO GRANDE;6,07;2429;40044
410770 FENIX;10,74;251;2336
410773 FERNANDES PINHEIRO;3,51;89;2535
410775 FIGUEIRA;4,98;162;3253
410780 FLORAI;1,92;53;2755
410785 FLOR DA SERRA DO SUL;1,71;44;2580
410790 FLORESTA;5,68;183;3222
410800 FLORESTOPOLIS;5,77;325;5634
410810 FLORIDA;3,78;52;1377
410820 FORMOSA DO OESTE;2,4;94;3912
410830 FOZ DO IGUACU;7,05;9221;130821
410832 FRANCISCO ALVES;5,24;155;2958
